-26.173,153.54,96.591,
26.173,153.53,96.591,
-51.73,140.04,74.755,
-38.313,176.08,85.085,
3.1514e-05,191.32,88.334,
38.313,176.08,85.085,
51.729,140.04,74.755,
-61.981,160.28,43.361,
-31.409,203.19,59.299,
31.409,203.19,59.299,
61.981,160.28,43.363,
-65.771,143.58,6.2238,
-54.677,194.13,17.187,
7.6849e-05,222.07,11.473,
54.677,194.13,17.189,
65.771,143.58,6.2238,
-63.413,135.49,-29.335,
-60.71,179.11,-34.727,
-30.388,211.6,-29.948,
30.388,211.6,-29.948,
60.71,179.11,-34.727,
63.412,135.49,-29.336,
-41.876,172.5,-67.296,
-4.8675e-05,191.3,-70.77,
41.876,172.51,-67.294,
-45.124,124.36,-63.945,
-18.836,153.93,-83.45,
18.84,153.93,-83.448,
45.124,124.36,-63.946,
-21.927,104.61,-76.458,
21.927,104.61,-76.458,
0.00032639,121.29,-86.591,
-8.9741e-10,143.01,101.17
