33,16,1,33
33,16,2,33
33,16,3,33
33,16,4,33
33,16,5,33
33,16,6,33
33,16,7,33
33,16,8,33
33,16,9,33
33,16,10,33
33,16,11,33
33,16,12,33
33,16,13,33
33,16,14,33
33,16,15,33
33,16,16,33
33,16,17,33
33,16,18,33
33,16,19,33
33,16,20,33
33,16,21,33
33,16,22,33
33,16,23,33
33,16,24,33
33,16,25,33
33,16,26,33
33,16,27,33
33,16,28,33
33,16,29,33
33,16,30,33
33,16,31,33
33,16,32,33
33,25,1,33
33,25,2,33
33,25,3,33
33,25,4,33
33,25,5,33
33,25,6,33
33,25,7,33
33,25,8,33
33,25,9,33
33,25,10,33
33,25,11,33
33,25,12,33
33,25,13,33
33,25,14,33
33,25,15,33
33,25,16,33
33,25,17,33
33,25,18,33
33,25,19,33
33,25,20,33
33,25,21,33
33,25,22,33
33,25,23,33
33,25,24,33
33,25,25,33
33,25,26,33
33,25,27,33
33,25,28,33
33,25,29,33
33,25,30,33
33,25,31,33
33,25,32,33
33,6,1,33
33,6,2,33
33,6,3,33
33,6,4,33
33,6,5,33
33,6,6,33
33,6,7,33
33,6,8,33
33,6,9,33
33,6,10,33
33,6,11,33
33,6,12,33
33,6,13,33
33,6,14,33
33,6,15,33
33,6,16,33
33,6,17,33
33,6,18,33
33,6,19,33
33,6,20,33
33,6,21,33
33,6,22,33
33,6,23,33
33,6,24,33
33,6,25,33
33,6,26,33
33,6,27,33
33,6,28,33
33,6,29,33
33,6,30,33
33,6,31,33
33,6,32,33
33,24,1,33
33,24,2,33
33,24,3,33
33,24,4,33
33,24,5,33
33,24,6,33
33,24,7,33
33,24,8,33
33,24,9,33
33,24,10,33
33,24,11,33
33,24,12,33
33,24,13,33
33,24,14,33
33,24,15,33
33,24,16,33
33,24,17,33
33,24,18,33
33,24,19,33
33,24,20,33
33,24,21,33
33,24,22,33
33,24,23,33
33,24,24,33
33,24,25,33
33,24,26,33
33,24,27,33
33,24,28,33
33,24,29,33
33,24,30,33
33,24,31,33
33,24,32,33
16,2,1,33
16,2,2,33
16,2,3,33
16,2,4,33
16,2,5,33
16,2,6,33
16,2,7,33
16,2,8,33
