58.376,342.52,155.63
45.096,85.644,156.43
132.31,19.084,191.87
311.59,18.764,140.27
426.53,73.044,159.71
493.93,223.68,129.23
418.05,357.72,160.79
311.08,401.71,140.31
147.99,390.12,190.91
47.36,297.16,227.87
40.536,223.68,253.23
38.8,131.96,228.55
136.06,34.604,271.55
266.71,5.3641,226.47
365.54,62.244,311.59
501.36,223.68,232.51
364.92,361,310.91
256.97,413.62,226.95
150.12,369.32,268.55
150.2,315.68,328.99
106.6,223.68,333.07
140.6,86.124,332.07
281.95,34.964,325.07
460.79,143.56,312.91
467.41,223.68,330.55
454.89,279.88,306.07
273.32,379.38,322.95
286.5,304.92,393.39
191.22,223.68,393.39
292.66,101.92,401.23
393.93,223.68,402.35
292.25,223.68,416.83
0.59951,223.68,159.11
